,,,,,,,,,  TF,IDF,TF-IDF
47,2016-06-01 16:57,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,186,e122,63,47,61,0.338709677,0.113231977,0.038352766
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e30,8,14,61,0.072727273,0.639201799,0.046487404
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e32,2,26,61,0.018181818,0.370356487,0.006733754
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e34,1,45,61,0.009090909,0.132117321,0.001201067
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e55,18,37,61,0.163636364,0.217128111,0.035530055
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e69,5,52,61,0.045454545,0.069326491,0.003151204
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e84,11,35,61,0.1,0.241261791,0.024126179
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e89,7,36,61,0.063636364,0.229027334,0.014574467
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e90,23,39,61,0.209090909,0.194265228,0.040619093
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e105,2,5,61,0.018181818,1.086359831,0.019751997
48,2016-06-01 20:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,110,e122,33,47,61,0.3,0.113231977,0.033969593
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e18,6,34,61,0.057692308,0.253850918,0.014645245
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e30,7,14,61,0.067307692,0.639201799,0.043023198
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e32,2,26,61,0.019230769,0.370356487,0.00712224
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e34,2,45,61,0.019230769,0.132117321,0.002540718
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e55,20,37,61,0.192307692,0.217128111,0.041755406
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e69,3,52,61,0.028846154,0.069326491,0.001999803
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e84,9,35,61,0.086538462,0.241261791,0.020878424
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e89,5,36,61,0.048076923,0.229027334,0.01101093
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e90,14,39,61,0.134615385,0.194265228,0.026151088
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e91,1,5,61,0.009615385,1.086359831,0.010445768
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e92,1,17,61,0.009615385,0.554880914,0.005335393
49,2016-06-01 20:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,104,e122,34,47,61,0.326923077,0.113231977,0.037018146
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e15,1,3,61,0.008695652,1.30820858,0.011375727
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e18,10,34,61,0.086956522,0.253850918,0.022073993
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e29,1,4,61,0.008695652,1.183269844,0.010289303
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e34,3,45,61,0.026086957,0.132117321,0.003446539
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e55,8,37,61,0.069565217,0.217128111,0.015104564
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e69,13,52,61,0.113043478,0.069326491,0.007836908
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e74,3,24,61,0.026086957,0.405118593,0.010568311
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e75,2,6,61,0.017391304,1.007178585,0.017516149
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e84,16,35,61,0.139130435,0.241261791,0.033566858
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e90,17,39,61,0.147826087,0.194265228,0.028717468
50,2016-06-03 10:18,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,115,e122,41,47,61,0.356521739,0.113231977,0.040369661
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e15,1,3,61,0.005025126,1.30820858,0.006573912
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e18,27,34,61,0.135678392,0.253850918,0.034442084
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e29,1,4,61,0.005025126,1.183269844,0.00594608
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e30,5,14,61,0.025125628,0.639201799,0.016060347
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e32,1,26,61,0.005025126,0.370356487,0.001861088
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e34,2,45,61,0.010050251,0.132117321,0.001327812
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e54,1,3,61,0.005025126,1.30820858,0.006573912
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e55,29,37,61,0.145728643,0.217128111,0.031641785
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e56,8,5,61,0.040201005,1.086359831,0.043672757
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e69,16,52,61,0.08040201,0.069326491,0.005573989
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e74,3,24,61,0.015075377,0.405118593,0.006107315
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e75,9,6,61,0.045226131,1.007178585,0.04555079
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e84,6,35,61,0.030150754,0.241261791,0.007274225
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e89,16,36,61,0.08040201,0.229027334,0.018414258
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e90,8,39,61,0.040201005,0.194265228,0.007809657
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e91,2,5,61,0.010050251,1.086359831,0.010918189
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e92,2,17,61,0.010050251,0.554880914,0.005576693
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e98,3,1,61,0.015075377,1.785329835,0.02691452
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e115,1,10,61,0.005025126,0.785329835,0.003946381
51,2016-06-03 12:40,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,199,e122,58,47,61,0.291457286,0.113231977,0.033002285
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e27,1,2,61,0.020833333,1.484299839,0.030922913
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e34,1,45,61,0.020833333,0.132117321,0.002752444
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e69,4,52,61,0.083333333,0.069326491,0.005777208
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e74,1,24,61,0.020833333,0.405118593,0.008439971
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e84,10,35,61,0.208333333,0.241261791,0.050262873
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e90,29,39,61,0.604166667,0.194265228,0.117368575
52,2016-06-04 1:52,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,48,e120,2,5,61,0.041666667,1.086359831,0.045264993
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e18,5,34,61,0.072463768,0.253850918,0.018394994
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e34,2,45,61,0.028985507,0.132117321,0.003829488
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e69,10,52,61,0.144927536,0.069326491,0.010047318
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e84,14,35,61,0.202898551,0.241261791,0.048951668
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e89,2,36,61,0.028985507,0.229027334,0.006638473
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e90,29,39,61,0.420289855,0.194265228,0.081647705
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e105,1,5,61,0.014492754,1.086359831,0.015744345
53,2016-06-04 14:02,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,69,e122,6,47,61,0.086956522,0.113231977,0.009846259
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e18,1,34,61,0.021276596,0.253850918,0.005401083
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e32,1,26,61,0.021276596,0.370356487,0.007879925
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e55,1,37,61,0.021276596,0.217128111,0.004619747
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e69,1,52,61,0.021276596,0.069326491,0.001475032
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e84,10,35,61,0.212765957,0.241261791,0.051332296
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e89,2,36,61,0.042553191,0.229027334,0.009745844
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e90,17,39,61,0.361702128,0.194265228,0.070266146
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e92,5,17,61,0.106382979,0.554880914,0.059029884
54,2016-06-04 15:43,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e122,9,47,61,0.191489362,0.113231977,0.021682719
55,2016-06-05 0:15,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,2,e90,2,39,61,1,0.194265228,0.194265228
56,2016-06-06 12:15,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,1,e122,1,47,61,1,0.113231977,0.113231977
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e30,4,14,61,0.090909091,0.639201799,0.058109254
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e32,2,26,61,0.045454545,0.370356487,0.016834386
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e55,1,37,61,0.022727273,0.217128111,0.00493473
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e69,5,52,61,0.113636364,0.069326491,0.00787801
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e74,1,24,61,0.022727273,0.405118593,0.009207241
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e81,1,3,61,0.022727273,1.30820858,0.029732013
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e84,2,35,61,0.045454545,0.241261791,0.010966445
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e89,3,36,61,0.068181818,0.229027334,0.0156155
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e90,12,39,61,0.272727273,0.194265228,0.052981426
57,2016-06-06 12:20,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,44,e122,13,47,61,0.295454545,0.113231977,0.033454902
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e18,1,34,61,0.033333333,0.253850918,0.008461697
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e34,1,45,61,0.033333333,0.132117321,0.004403911
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e55,1,37,61,0.033333333,0.217128111,0.007237604
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e69,2,52,61,0.066666667,0.069326491,0.004621766
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e89,4,36,61,0.133333333,0.229027334,0.030536978
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e90,4,39,61,0.133333333,0.194265228,0.02590203
58,2016-06-06 14:45,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,30,e122,17,47,61,0.566666667,0.113231977,0.064164787
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e2,1,8,61,0.004291845,0.882239848,0.003786437
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e11,2,2,61,0.008583691,1.484299839,0.012740771
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e18,42,34,61,0.180257511,0.253850918,0.045758535
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e26,6,9,61,0.025751073,0.831087326,0.02140139
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e28,2,8,61,0.008583691,0.882239848,0.007572874
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e29,1,4,61,0.004291845,1.183269844,0.005078411
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e32,3,26,61,0.012875536,0.370356487,0.004768538
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e34,1,45,61,0.004291845,0.132117321,0.000567027
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e55,22,37,61,0.094420601,0.217128111,0.020501367
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e65,10,12,61,0.042918455,0.706148589,0.030306806
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e69,14,52,61,0.060085837,0.069326491,0.00416554
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e74,1,24,61,0.004291845,0.405118593,0.001738706
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e84,7,35,61,0.030042918,0.241261791,0.007248208
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e89,18,36,61,0.077253219,0.229027334,0.017693099
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e90,27,39,61,0.115879828,0.194265228,0.022511421
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e92,1,17,61,0.004291845,0.554880914,0.002381463
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e93,3,6,61,0.012875536,1.007178585,0.012967965
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e115,1,10,61,0.004291845,0.785329835,0.003370514
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e118,5,3,61,0.021459227,1.30820858,0.028073145
59,2016-06-10 14:26,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,233,e122,66,47,61,0.283261803,0.113231977,0.032074294
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e18,30,34,61,0.340909091,0.253850918,0.086540086
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e55,5,37,61,0.056818182,0.217128111,0.012336824
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e69,3,52,61,0.034090909,0.069326491,0.002363403
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e74,2,24,61,0.022727273,0.405118593,0.009207241
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e75,3,6,61,0.034090909,1.007178585,0.034335634
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e84,1,35,61,0.011363636,0.241261791,0.002741611
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e89,4,36,61,0.045454545,0.229027334,0.010410333
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e90,19,39,61,0.215909091,0.194265228,0.041943629
60,2016-06-10 17:37,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e122,21,47,61,0.238636364,0.113231977,0.027021267
