id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e18,25,78,124,0.11312217194570136,0.20132708247175465,0.02277455684069623
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e28,1,15,124,0.004524886877828055,0.9173304261065539,0.004150816407721964
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e30,8,29,124,0.03619909502262444,0.631023687263279,0.02284248641677028
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e32,1,54,124,0.004524886877828055,0.3610279253392666,0.001633610521897134
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e34,2,104,124,0.00904977375565611,0.0763883458634547,6.912972476330743E-4
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e55,28,87,124,0.12669683257918551,0.15390243254361655,0.01949895072950798
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e65,1,26,124,0.004524886877828055,0.6784483371914171,0.0030699019782417063
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e69,6,120,124,0.027149321266968326,0.014240439114610285,3.8661825650525663E-4
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e84,1,81,124,0.004524886877828055,0.1849366662835853,8.368174944958612E-4
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e89,19,75,124,0.08597285067873303,0.21836042177053502,0.018773067935023372
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e90,11,72,124,0.049773755656108594,0.23608918873096663,0.01175104559294404
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e92,2,29,124,0.00904977375565611,0.631023687263279,0.00571062160419257
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e93,2,10,124,0.00904977375565611,1.0934216851622351,0.009895218870246473
33,2016-04-27 12:34,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,221,e122,110,105,124,0.497737556561086,0.072232386092297,0.03595277135815688
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e18,5,78,124,0.07246376811594203,0.20132708247175465,0.014588919019692366
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e26,2,20,124,0.028985507246376812,0.7923916894982539,0.022967875057920403
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e32,1,54,124,0.014492753623188406,0.3610279253392666,0.005232288773032849
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e34,3,104,124,0.043478260869565216,0.0763883458634547,0.0033212324288458567
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e55,3,87,124,0.043478260869565216,0.15390243254361655,0.0066914101105920235
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e64,1,5,124,0.014492753623188406,1.3944516808262162,0.02020944464965531
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e65,9,26,124,0.13043478260869565,0.6784483371914171,0.08849326137279352
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e69,6,120,124,0.08695652173913043,0.014240439114610285,0.0012382990534443726
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e84,3,81,124,0.043478260869565216,0.1849366662835853,0.008040724621025447
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e89,1,75,124,0.014492753623188406,0.21836042177053502,0.00316464379377587
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e111,12,13,124,0.17391304347826086,0.9794783328553983,0.17034405788789536
34,2016-04-28 07:54,10.0,ISMM-1 SNIPER DECLARE @ Sql_Injection,69,e122,23,105,124,0.3333333333333333,0.072232386092297,0.024077462030765665
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e18,12,78,124,0.11538461538461539,0.20132708247175465,0.023230047977510153
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e26,6,20,124,0.057692307692307696,0.7923916894982539,0.045714905163360804
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e32,1,54,124,0.009615384615384616,0.3610279253392666,0.0034714223590314097
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e34,1,104,124,0.009615384615384616,0.0763883458634547,7.345033256101415E-4
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e55,6,87,124,0.057692307692307696,0.15390243254361655,0.008878986492900955
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e64,10,5,124,0.09615384615384616,1.3944516808262162,0.13408189238713616
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e65,4,26,124,0.038461538461538464,0.6784483371914171,0.026094166815054505
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e69,10,120,124,0.09615384615384616,0.014240439114610285,0.0013692729917894506
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e74,3,55,124,0.028846153846153848,0.3530589956679912,0.010184394105807439
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e84,1,81,124,0.009615384615384616,0.1849366662835853,0.001778237175803705
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e105,1,7,124,0.009615384615384616,1.2483236451479782,0.012003111972576714
35,2016-04-28 09:42,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e122,49,105,124,0.47115384615384615,0.072232386092297,0.03403256652425531
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e32,1,54,124,0.03571428571428571,0.3610279253392666,0.012893854476402377
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e34,4,104,124,0.14285714285714285,0.0763883458634547,0.010912620837636387
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e55,2,87,124,0.07142857142857142,0.15390243254361655,0.01099303089597261
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e69,5,120,124,0.17857142857142858,0.014240439114610285,0.0025429355561804082
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e75,1,12,124,0.03571428571428571,1.0142404391146103,0.03622287282552179
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e76,4,5,124,0.14285714285714285,1.3944516808262162,0.19920738297517374
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e89,3,75,124,0.10714285714285714,0.21836042177053502,0.023395759475414467
36,2016-04-30 06:25,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,28,e122,8,105,124,0.2857142857142857,0.072232386092297,0.020637824597799143
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e18,5,78,124,0.07042253521126761,0.20132708247175465,0.01417796355434892
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e19,1,2,124,0.014084507042253521,1.792391689498254,0.025244953373214845
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e32,1,54,124,0.014084507042253521,0.3610279253392666,0.005084900356891079
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e34,4,104,124,0.056338028169014086,0.0763883458634547,0.0043035687810397015
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e55,3,87,124,0.04225352112676056,0.15390243254361655,0.006502919684941544
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e69,5,120,124,0.07042253521126761,0.014240439114610285,0.0010028478249725554
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e74,2,55,124,0.028169014084507043,0.3530589956679912,0.009945323821633555
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e75,6,12,124,0.08450704225352113,1.0142404391146103,0.0857104596434882
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e84,5,81,124,0.07042253521126761,0.1849366662835853,0.013023708893210233
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e89,2,75,124,0.028169014084507043,0.21836042177053502,0.006150997796353099
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e111,10,13,124,0.14084507042253522,0.9794783328553983,0.13795469476836597
37,2016-04-30 09:21,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e122,27,105,124,0.38028169014084506,0.072232386092297,0.027468653866084772
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e30,7,29,124,0.175,0.631023687263279,0.11042914527107381
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e32,1,54,124,0.025,0.3610279253392666,0.009025698133481665
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e34,2,104,124,0.05,0.0763883458634547,0.0038194172931727355
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e55,5,87,124,0.125,0.15390243254361655,0.01923780406795207
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e69,4,120,124,0.1,0.014240439114610285,0.0014240439114610287
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e74,1,55,124,0.025,0.3530589956679912,0.00882647489169978
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e84,1,81,124,0.025,0.1849366662835853,0.004623416657089633
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e89,2,75,124,0.05,0.21836042177053502,0.010918021088526752
38,2016-05-01 13:08,10.0,ISMM-1 SNIPER Server Side Script File Upload(PHP) WebShell_Detect,40,e122,17,105,124,0.425,0.072232386092297,0.030698764089226224
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e18,8,78,124,0.23529411764705882,0.20132708247175465,0.04737107822864815
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e31,11,1,124,0.3235294117647059,2.093421685162235,0.6772834863760173
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e34,3,104,124,0.08823529411764706,0.0763883458634547,0.006740148164422474
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e53,1,2,124,0.029411764705882353,1.792391689498254,0.05271740263230158
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e69,4,120,124,0.11764705882352941,0.014240439114610285,0.0016753457781894454
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e74,1,55,124,0.029411764705882353,0.3530589956679912,0.010384088107882094
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e90,5,72,124,0.14705882352941177,0.23608918873096663,0.03471899834278921
39,2016-05-02 04:47,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,34,e122,1,105,124,0.029411764705882353,0.072232386092297,0.0021244819438910882
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e18,9,78,124,0.10465116279069768,0.20132708247175465,0.021069113281927815
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e26,4,20,124,0.046511627906976744,0.7923916894982539,0.036855427418523434
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e34,5,104,124,0.05813953488372093,0.0763883458634547,0.004441182899038065
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e55,2,87,124,0.023255813953488372,0.15390243254361655,0.0035791263382236407
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e65,12,26,124,0.13953488372093023,0.6784483371914171,0.09466720984066285
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e69,9,120,124,0.10465116279069768,0.014240439114610285,0.0014902785119940997
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e74,9,55,124,0.10465116279069768,0.3530589956679912,0.036948034430371174
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e76,1,5,124,0.011627906976744186,1.3944516808262162,0.016214554428211816
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e81,1,3,124,0.011627906976744186,1.6163004304425728,0.018794191051657822
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e105,1,7,124,0.011627906976744186,1.2483236451479782,0.014515391222650909
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e111,1,13,124,0.011627906976744186,0.9794783328553983,0.01138928294017905
40,2016-05-02 09:22,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e122,32,105,124,0.37209302325581395,0.072232386092297,0.026877166918064
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e2,2,12,124,0.008,1.0142404391146103,0.008113923512916883
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e18,78,78,124,0.312,0.20132708247175465,0.06281404973118745
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e26,1,20,124,0.004,0.7923916894982539,0.0031695667579930155
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e30,5,29,124,0.02,0.631023687263279,0.012620473745265579
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e55,19,87,124,0.076,0.15390243254361655,0.011696584873314857
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e65,3,26,124,0.012,0.6784483371914171,0.008141380046297005
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e69,9,120,124,0.036,0.014240439114610285,5.126558081259702E-4
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e74,2,55,124,0.008,0.3530589956679912,0.0028244719653439296
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e80,1,3,124,0.004,1.6163004304425728,0.006465201721770291
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e89,19,75,124,0.076,0.21836042177053502,0.016595392054560662
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e90,3,72,124,0.012,0.23608918873096663,0.0028330702647715996
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e92,2,29,124,0.008,0.631023687263279,0.005048189498106231
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e115,2,12,124,0.008,1.0142404391146103,0.008113923512916883
41,2016-05-02 12:56,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,250,e122,104,105,124,0.416,0.072232386092297,0.03004867261439555
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e2,1,12,124,0.004273504273504274,1.0142404391146103,0.004334360850917139
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e15,1,6,124,0.004273504273504274,1.3152704347785915,0.0056208138238401355
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e18,53,78,124,0.2264957264957265,0.20132708247175465,0.04559972380770511
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e26,4,20,124,0.017094017094017096,0.7923916894982539,0.013545157085440239
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e28,10,15,124,0.042735042735042736,0.9173304261065539,0.039202154961818544
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e32,4,54,124,0.017094017094017096,0.3610279253392666,0.006171417527166951
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e34,1,104,124,0.004273504273504274,0.0763883458634547,3.264459224933962E-4
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e55,22,87,124,0.09401709401709402,0.15390243254361655,0.014469459469912667
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e65,10,26,124,0.042735042735042736,0.6784483371914171,0.028993518683393893
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e69,2,120,124,0.008547008547008548,0.014240439114610285,1.2171315482572894E-4
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e74,3,55,124,0.01282051282051282,0.3530589956679912,0.004526397380358861
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e89,15,75,124,0.0641025641025641,0.21836042177053502,0.013997462934008654
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e92,3,29,124,0.01282051282051282,0.631023687263279,0.00809004727260614
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e93,9,10,124,0.038461538461538464,1.0934216851622351,0.04205468019854751
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e115,3,12,124,0.01282051282051282,1.0142404391146103,0.013003082552751413
42,2016-05-02 15:22,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,234,e122,93,105,124,0.3974358974358974,0.072232386092297,0.028707743190528292
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e18,2,78,124,0.07407407407407407,0.20132708247175465,0.014913117220129973
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e32,3,54,124,0.1111111111111111,0.3610279253392666,0.04011421392658517
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e55,8,87,124,0.2962962962962963,0.15390243254361655,0.045600720753664156
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e89,3,75,124,0.1111111111111111,0.21836042177053502,0.024262269085615
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e90,1,72,124,0.037037037037037035,0.23608918873096663,0.008744044027072838
43,2016-05-02 21:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,27,e122,10,105,124,0.37037037037037035,0.072232386092297,0.02675273558973963
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e18,11,78,124,0.10377358490566038,0.20132708247175465,0.02089243308669152
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e28,1,15,124,0.009433962264150943,0.9173304261065539,0.008654060623646735
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e30,7,29,124,0.0660377358490566,0.631023687263279,0.041671375573990116
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e32,2,54,124,0.018867924528301886,0.3610279253392666,0.00681184764791069
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e34,1,104,124,0.009433962264150943,0.0763883458634547,7.206447722967425E-4
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e55,12,87,124,0.11320754716981132,0.15390243254361655,0.017422916891730176
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e69,3,120,124,0.02830188679245283,0.014240439114610285,4.030312956965175E-4
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e74,1,55,124,0.009433962264150943,0.3530589956679912,0.00333074524215086
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e84,5,81,124,0.04716981132075472,0.1849366662835853,0.008723427654886099
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e89,11,75,124,0.10377358490566038,0.21836042177053502,0.022660043768640427
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e92,1,29,124,0.009433962264150943,0.631023687263279,0.005953053653427159
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e118,1,6,124,0.009433962264150943,1.3152704347785915,0.012408211648854637
44,2016-05-03 18:09,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,106,e122,50,105,124,0.4716981132075472,0.072232386092297,0.034071880232215565
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
45,2016-05-04 00:47,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,32,e34,2,104,124,0.0625,0.0763883458634547,0.004774271616465919
45,2016-05-04 00:47,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,32,e35,6,2,124,0.1875,1.792391689498254,0.3360734417809226
45,2016-05-04 00:47,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,32,e69,11,120,124,0.34375,0.014240439114610285,0.004895150945647285
45,2016-05-04 00:47,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,32,e84,5,81,124,0.15625,0.1849366662835853,0.028896354106810202
45,2016-05-04 00:47,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,32,e122,8,105,124,0.25,0.072232386092297,0.01805809652307425
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
46,2016-05-04 08:55,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,72,e18,6,78,124,0.08333333333333333,0.20132708247175465,0.01677725687264622
46,2016-05-04 08:55,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,72,e26,1,20,124,0.013888888888888888,0.7923916894982539,0.011005440131920192
46,2016-05-04 08:55,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,72,e34,3,104,124,0.041666666666666664,0.0763883458634547,0.0031828477443106126
46,2016-05-04 08:55,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,72,e35,6,2,124,0.08333333333333333,1.792391689498254,0.14936597412485447
46,2016-05-04 08:55,10.0,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,72,e55,3,87,124,0.041666666666666664,0.15390243254361655,0.006412601355984022
