id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e18,6,623,746,0.6111111111111112,0.18017908141630767,0.11010943864329914
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e55,1,594,746,0.5185185185185185,0.22784628084111588,0.1181425159916897
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e62,1,89,746,0.5185185185185185,2.126089230471621,1.102416638022322
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e74,1,106,746,0.5185185185185185,1.9512865060916937,1.011778188343841
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e84,4,287,746,0.5740740740740741,0.9552433844441397,0.5483804614401543
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e89,4,518,746,0.5740740740740741,0.3647503579442778,0.20939372400504835
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e92,1,132,746,0.5185185185185185,1.73192367761739,0.8980344995053133
4,2016-04-01 14:47,1.0,DOS-ISMM HTTP Abnormal Status DOS,27,e122,9,787,746,0.6666666666666666,-0.05350264821364241,-0.03566843214242827
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e18,1,623,746,0.5294117647058824,0.18017908141630767,0.0953889254556923
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e34,1,143,746,0.5294117647058824,1.6518809699438535,0.8745252193820401
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e55,3,594,746,0.5882352941176471,0.22784628084111588,0.13402722402418582
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e60,1,30,746,0.5294117647058824,3.2135282185416054,1.7012796451102616
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e69,2,319,746,0.5588235294117647,0.8495344974189163,0.4747398662046885
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e89,1,518,746,0.5294117647058824,0.3647503579442778,0.19310313067638235
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e92,2,132,746,0.5588235294117647,1.73192367761739,0.9678397021979533
5,2016-04-01 15:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e122,6,787,746,0.6764705882352942,-0.05350264821364241,-0.03619296790922869
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e18,3,623,746,0.5681818181818181,0.18017908141630767,0.10237447807744753
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e26,3,98,746,0.5681818181818181,2.029758121533189,1.1532716599620392
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e55,3,594,746,0.5681818181818181,0.22784628084111588,0.12945811411427038
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e89,2,518,746,0.5454545454545454,0.3647503579442778,0.19895474069687877
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e92,2,132,746,0.5454545454545454,1.73192367761739,0.9446856423367581
6,2016-04-01 15:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,22,e122,9,787,746,0.7045454545454546,-0.05350264821364241,-0.03769504760506624
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e18,1,623,746,0.55,0.18017908141630767,0.09909849477896923
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e29,1,15,746,0.55,3.906675399101551,2.148671469505853
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e34,1,143,746,0.55,1.6518809699438535,0.9085345334691195
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e54,1,16,746,0.55,3.8421368779639797,2.113175282880189
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e62,1,89,746,0.55,2.126089230471621,1.1693490767593915
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e89,1,518,746,0.55,0.3647503579442778,0.2006126968693528
7,2016-04-01 15:56,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e122,4,787,746,0.7,-0.05350264821364241,-0.037451853749549686
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e18,3,623,746,0.59375,0.18017908141630767,0.10698132959093268
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e32,1,146,746,0.53125,1.6311189784954245,0.8665319573256943
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e55,1,594,746,0.53125,0.22784628084111588,0.12104333669684281
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e62,1,89,746,0.53125,2.126089230471621,1.1294849036880485
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e84,2,287,746,0.5625,0.9552433844441397,0.5373244037498286
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e89,1,518,746,0.53125,0.3647503579442778,0.19377362765789757
8,2016-04-01 15:59,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e122,7,787,746,0.71875,-0.05350264821364241,-0.03845502840355548
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e18,1,623,746,0.55,0.18017908141630767,0.09909849477896923
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e55,2,594,746,0.6,0.22784628084111588,0.13670776850466954
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e84,1,287,746,0.55,0.9552433844441397,0.5253838614442768
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e89,2,518,746,0.6,0.3647503579442778,0.21885021476656666
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e92,1,132,746,0.55,1.73192367761739,0.9525580226895646
9,2016-04-01 16:27,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e122,3,787,746,0.65,-0.05350264821364241,-0.03477672133886757
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
10,2016-04-01 16:44,1.0,DOS-ISMM HTTP Abnormal Status DOS,8,e18,1,623,746,0.5625,0.18017908141630767,0.10135073329667307
10,2016-04-01 16:44,1.0,DOS-ISMM HTTP Abnormal Status DOS,8,e62,1,89,746,0.5625,2.126089230471621,1.1959251921402867
10,2016-04-01 16:44,1.0,DOS-ISMM HTTP Abnormal Status DOS,8,e69,1,319,746,0.5625,0.8495344974189163,0.4778631547981404
10,2016-04-01 16:44,1.0,DOS-ISMM HTTP Abnormal Status DOS,8,e89,1,518,746,0.5625,0.3647503579442778,0.20517207634365625
10,2016-04-01 16:44,1.0,DOS-ISMM HTTP Abnormal Status DOS,8,e122,4,787,746,0.75,-0.05350264821364241,-0.0401269861602318
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e18,4,623,746,0.6111111111111112,0.18017908141630767,0.11010943864329914
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e32,1,146,746,0.5277777777777778,1.6311189784954245,0.8608683497614741
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e55,3,594,746,0.5833333333333334,0.22784628084111588,0.13291033049065093
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e62,1,89,746,0.5277777777777778,2.126089230471621,1.1221026494155777
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e84,1,287,746,0.5277777777777778,0.9552433844441397,0.5041562306788515
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e89,1,518,746,0.5277777777777778,0.3647503579442778,0.19250713335947994
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e103,1,1,746,0.5277777777777778,6.61472560020376,3.491105177885318
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e115,2,83,746,0.5555555555555556,2.195884992407163,1.2199361068928685
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e118,1,6,746,0.5277777777777778,4.822966130975706,2.5454543469038446
11,2016-04-01 16:53,1.0,DOS-ISMM HTTP Abnormal Status DOS,18,e122,3,787,746,0.5833333333333334,-0.05350264821364241,-0.03120987812462474
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
12,2016-04-01 17:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e18,3,623,746,0.65,0.18017908141630767,0.1171164029206
12,2016-04-01 17:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e32,1,146,746,0.55,1.6311189784954245,0.8971154381724835
12,2016-04-01 17:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e55,1,594,746,0.55,0.22784628084111588,0.12531545446261375
12,2016-04-01 17:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e89,1,518,746,0.55,0.3647503579442778,0.2006126968693528
12,2016-04-01 17:55,1.0,DOS-ISMM HTTP Abnormal Status DOS,10,e122,4,787,746,0.7,-0.05350264821364241,-0.037451853749549686
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e2,1,24,746,0.5192307692307693,3.436671769855815,1.7844257266559043
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e11,1,10,746,0.5192307692307693,4.312140507209715,2.23899603258966
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e18,4,623,746,0.5769230769230769,0.18017908141630767,0.10394947004786981
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e55,3,594,746,0.5576923076923077,0.22784628084111588,0.12706811816139155
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e62,1,89,746,0.5192307692307693,2.126089230471621,1.1039309465910339
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e89,5,518,746,0.5961538461538461,0.3647503579442778,0.2174473287744733
13,2016-04-04 13:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e122,11,787,746,0.7115384615384616,-0.05350264821364241,-0.03806919199816864
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e18,5,623,746,0.5862068965517242,0.18017908141630767,0.10562222014059416
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e34,1,143,746,0.5172413793103449,1.6518809699438535,0.8544211913502691
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e55,1,594,746,0.5172413793103449,0.22784628084111588,0.11785152457299099
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e62,1,89,746,0.5172413793103449,2.126089230471621,1.099701326106011
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e84,1,287,746,0.5172413793103449,0.9552433844441397,0.49409140574696886
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e89,5,518,746,0.5862068965517242,0.3647503579442778,0.21381917534664563
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e92,2,132,746,0.5344827586206896,1.73192367761739,0.9256833449334325
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e115,2,83,746,0.5344827586206896,2.195884992407163,1.1736626683555527
14,2016-04-04 14:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,29,e122,11,787,746,0.6896551724137931,-0.05350264821364241,-0.03689837807837408
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e18,2,623,746,0.5588235294117647,0.18017908141630767,0.10068831020323075
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e28,1,20,746,0.5294117647058824,3.6189933266497696,1.9159376435204662
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e69,1,319,746,0.5294117647058824,0.8495344974189163,0.44975355745707335
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e84,1,287,746,0.5294117647058824,0.9552433844441397,0.5057170858821917
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e89,3,518,746,0.5882352941176471,0.3647503579442778,0.2145590340848693
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e92,1,132,746,0.5294117647058824,1.73192367761739,0.9169007705033242
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e93,1,31,746,0.5294117647058824,3.1807383957186146,1.6839203271451488
15,2016-04-04 14:40,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e122,7,787,746,0.7058823529411764,-0.05350264821364241,-0.037766575209629935
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e2,1,24,746,0.5161290322580645,3.436671769855815,1.7737660747642916
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e18,6,623,746,0.5967741935483871,0.18017908141630767,0.1075262260065062
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e28,1,20,746,0.5161290322580645,3.6189933266497696,1.8678675234321391
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e55,1,594,746,0.5161290322580645,0.22784628084111588,0.11759808043412433
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e62,1,89,746,0.5161290322580645,2.126089230471621,1.0973363770176108
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e74,1,106,746,0.5161290322580645,1.9512865060916937,1.0071156160473258
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e84,1,287,746,0.5161290322580645,0.9552433844441397,0.49302884358407206
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e89,2,518,746,0.532258064516129,0.3647503579442778,0.19414131955098657
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e92,1,132,746,0.5161290322580645,1.73192367761739,0.8938960916734916
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e93,1,31,746,0.5161290322580645,3.1807383957186146,1.6416714300483173
16,2016-04-04 14:41,1.0,DOS-ISMM HTTP Abnormal Status DOS,31,e122,15,787,746,0.7419354838709677,-0.05350264821364241,-0.03969551319076695
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e18,4,623,746,0.5769230769230769,0.18017908141630767,0.10394947004786981
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e55,1,594,746,0.5192307692307693,0.22784628084111588,0.11830479966750249
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e62,1,89,746,0.5192307692307693,2.126089230471621,1.1039309465910339
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e89,7,518,746,0.6346153846153846,0.3647503579442778,0.23147618869540704
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e92,1,132,746,0.5192307692307693,1.73192367761739,0.8992680633782603
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e115,2,83,746,0.5384615384615384,2.195884992407163,1.1823996112961648
17,2016-04-04 15:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,26,e122,10,787,746,0.6923076923076923,-0.05350264821364241,-0.03704029491713705
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e18,3,623,746,0.59375,0.18017908141630767,0.10698132959093268
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e55,2,594,746,0.5625,0.22784628084111588,0.1281635329731277
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e62,1,89,746,0.53125,2.126089230471621,1.1294849036880485
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e65,1,179,746,0.53125,1.4273397943630057,0.7582742657553468
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e89,2,518,746,0.5625,0.3647503579442778,0.20517207634365625
18,2016-04-04 16:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e122,7,787,746,0.71875,-0.05350264821364241,-0.03845502840355548
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
19,2016-04-04 16:37,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e18,5,623,746,0.65625,0.18017908141630767,0.11824252217945191
19,2016-04-04 16:37,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e55,1,594,746,0.53125,0.22784628084111588,0.12104333669684281
19,2016-04-04 16:37,1.0,DOS-ISMM HTTP Abnormal Status DOS,16,e122,10,787,746,0.8125,-0.05350264821364241,-0.04347090167358446
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e18,1,623,746,0.5357142857142857,0.18017908141630767,0.09652450790159339
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e55,1,594,746,0.5357142857142857,0.22784628084111588,0.12206050759345494
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e62,1,89,746,0.5357142857142857,2.126089230471621,1.1389763734669396
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e65,1,179,746,0.5357142857142857,1.4273397943630057,0.7646463184087531
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e84,1,287,746,0.5357142857142857,0.9552433844441397,0.5117375273807891
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e89,1,518,746,0.5357142857142857,0.3647503579442778,0.1954019774701488
20,2016-04-04 16:38,1.0,DOS-ISMM HTTP Abnormal Status DOS,14,e122,8,787,746,0.7857142857142857,-0.05350264821364241,-0.04203779502500475
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e18,2,623,746,0.5909090909090909,0.18017908141630767,0.10646945720054544
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e55,2,594,746,0.5909090909090909,0.22784628084111588,0.1346364386788412
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e69,1,319,746,0.5454545454545454,0.8495344974189163,0.4633824531375907
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e89,1,518,746,0.5454545454545454,0.3647503579442778,0.19895474069687877
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e92,1,132,746,0.5454545454545454,1.73192367761739,0.9446856423367581
21,2016-04-04 16:57,1.0,DOS-ISMM HTTP Abnormal Status DOS,11,e122,4,787,746,0.6818181818181819,-0.05350264821364241,-0.03647907832748346
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e18,7,623,746,0.6842105263157895,0.18017908141630767,0.12328042412694735
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e55,2,594,746,0.5526315789473684,0.22784628084111588,0.1259150499385114
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e69,1,319,746,0.5263157894736842,0.8495344974189163,0.44712341969416647
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e89,3,518,746,0.5789473684210527,0.3647503579442778,0.21117125986247662
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e115,1,83,746,0.5263157894736842,2.195884992407163,1.1557289433721911
22,2016-04-04 17:24,1.0,DOS-ISMM HTTP Abnormal Status DOS,19,e122,5,787,746,0.631578947368421,-0.05350264821364241,-0.033791146240195205
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e18,4,623,746,0.6176470588235294,0.18017908141630767,0.11128707969830769
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e32,1,146,746,0.5294117647058824,1.6311189784954245,0.8635335768505189
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e55,2,594,746,0.5588235294117647,0.22784628084111588,0.12732586282297653
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e62,1,89,746,0.5294117647058824,2.126089230471621,1.1255766514261523
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e89,3,518,746,0.5882352941176471,0.3647503579442778,0.2145590340848693
23,2016-04-04 17:29,1.0,DOS-ISMM HTTP Abnormal Status DOS,17,e122,6,787,746,0.6764705882352942,-0.05350264821364241,-0.03619296790922869
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e18,1,623,746,0.5416666666666666,0.18017908141630767,0.09759700243383332
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e55,2,594,746,0.5833333333333334,0.22784628084111588,0.13291033049065093
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e62,1,89,746,0.5416666666666666,2.126089230471621,1.1516316665054611
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e69,2,319,746,0.5833333333333334,0.8495344974189163,0.4955617901610345
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e89,2,518,746,0.5833333333333334,0.3647503579442778,0.21277104213416206
24,2016-04-04 17:32,1.0,DOS-ISMM HTTP Abnormal Status DOS,12,e122,4,787,746,0.6666666666666666,-0.05350264821364241,-0.03566843214242827
id,time,time_period,attack_name,total events, event_id,event_count, occurences,Total attack,TF,IDF,TFIDF
25,2016-04-04 17:58,1.0,DOS-ISMM HTTP Abnormal Status DOS,20,e18,5,623,746,0.625,0.18017908141630767,0.1126119258851923
25,2016-04-04 17:58,1.0,DOS-ISMM HTTP Abnormal Status DOS,20,e55,3,594,746,0.575,0.22784628084111588,0.13101161148364163
25,2016-04-04 17:58,1.0,DOS-ISMM HTTP Abnormal Status DOS,20,e89,1,518,746,0.525,0.3647503579442778,0.19149393792074584
